car_name,count_CM_CY,pct_CM_CY,cum_YTD_CY,pct_YTD_CY,count_CM_LY,pct_CM_LY,cum_YTD_LY,pct_YTD_LY,chg_CM_YOY,chg_YTD_YOY,yearsel,monthsel,velgfordelt
21. Kia,87,"1,0",768,"1,1",107,"1,3",922,"1,3","-18,7","-16,7",2006.0,8,1
22. Daihatsu,74,"0,8",435,"0,6",16,"0,2",253,"0,3","362,5","71,9",2006.0,8,1
23. Land Rover,33,"0,4",349,"0,5",39,"0,5",377,"0,5","-15,4","-7,4",2006.0,8,1
24. Chevrolet,26,"0,3",338,"0,5",62,"0,7",331,"0,5","-58,1","2,1",2006.0,8,1
25. Lexus,14,"0,2",143,"0,2",3,"0,0",33,"0,0","366,7","333,3",2006.0,8,1
26. Alfa Romeo,24,"0,3",134,"0,2",6,"0,1",75,"0,1","300,0","78,7",2006.0,8,1
27. MINI,6,"0,1",103,"0,1",11,"0,1",145,"0,2","-45,5","-29,0",2006.0,8,1
28. Smart,2,"0,0",77,"0,1",22,"0,3",147,"0,2","-90,9","-47,6",2006.0,8,1
29. Jaguar,8,"0,1",68,"0,1",4,"0,0",58,"0,1","100,0","17,2",2006.0,8,1
30. Chrysler,3,"0,0",51,"0,1",11,"0,1",111,"0,2","-72,7","-54,1",2006.0,8,1
31. Porsche,0,"0,0",39,"0,1",1,"0,0",26,"0,0","-100,0","50,0",2006.0,8,1
32. Fiat,5,"0,1",38,"0,1",12,"0,1",64,"0,1","-58,3","-40,6",2006.0,8,1
33. Cadillac,4,"0,0",34,"0,0",4,"0,0",25,"0,0","0,0","36,0",2006.0,8,1
34. Dodge,13,"0,1",32,"0,0",0,"0,0",0,"0,0",,,2006.0,8,1
35. Jeep,3,"0,0",25,"0,0",14,"0,2",74,"0,1","-78,6","-66,2",2006.0,8,1
36. Ssangyong,10,"0,1",20,"0,0",1,"0,0",4,"0,0","900,0","400,0",2006.0,8,1
37. Nilsson,2,"0,0",19,"0,0",0,"0,0",4,"0,0",,"375,0",2006.0,8,1
38. Aston Martin,0,"0,0",16,"0,0",0,"0,0",5,"0,0",,"220,0",2006.0,8,1
39. Morgan,1,"0,0",11,"0,0",1,"0,0",12,"0,0","0,0","-8,3",2006.0,8,1
40. Seat,0,"0,0",5,"0,0",0,"0,0",32,"0,0",,"-84,4",2006.0,8,1
41. Bentley,1,"0,0",3,"0,0",0,"0,0",0,"0,0",,,2006.0,8,1
41. Ferrari,0,"0,0",3,"0,0",0,"0,0",1,"0,0",,"200,0",2006.0,8,1
41. MG,0,"0,0",3,"0,0",0,"0,0",9,"0,0",,"-66,7",2006.0,8,1
42. Chevrolet US,0,"0,0",2,"0,0",0,"0,0",7,"0,0",,"-71,4",2006.0,8,1
42. Lotus,0,"0,0",2,"0,0",0,"0,0",1,"0,0",,"100,0",2006.0,8,1
42. Think,0,"0,0",2,"0,0",0,"0,0",0,"0,0",,,2006.0,8,1
43. Caterham,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2006.0,8,1
43. Lamborghini,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2006.0,8,1
43. Rover,1,"0,0",1,"0,0",4,"0,0",57,"0,1","-75,0","-98,2",2006.0,8,1
44. Daewoo,0,"0,0",0,"0,0",4,"0,0",118,"0,2","-100,0","-100,0",2006.0,8,1
44. Kewet,0,"0,0",0,"0,0",0,"0,0",3,"0,0",,"-100,0",2006.0,8,1
44. Kewet Buddy,0,"0,0",0,"0,0",0,"0,0",2,"0,0",,"-100,0",2006.0,8,1
44. Koenigsegg,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2006.0,8,1
44. Ukjent / ikke oppgitt,0,"0,0",0,"0,0",0,"0,0",2,"0,0",,"-100,0",2006.0,8,1
TOTALT,10 786,100,88 534,100,8 793,100,71 872,100,"22,7","23,2",2007.0,8,1
1. Toyota,1 783,"16,5",15 072,"17,0",1 364,"15,5",11 000,"15,3","30,7","37,0",2007.0,8,1
2. Volkswagen,1 665,"15,4",13 630,"15,4",1 287,"14,6",10 202,"14,2","29,4","33,6",2007.0,8,1
3. Ford,816,"7,6",6 015,"6,8",483,"5,5",4 271,"5,9","68,9","40,8",2007.0,8,1
4. Peugeot,531,"4,9",5 656,"6,4",611,"6,9",4 675,"6,5","-13,1","21,0",2007.0,8,1
5. Volvo,498,"4,6",5 535,"6,3",341,"3,9",3 957,"5,5","46,0","39,9",2007.0,8,1
6. Opel,472,"4,4",4 896,"5,5",426,"4,8",3 698,"5,1","10,8","32,4",2007.0,8,1
7. Audi,590,"5,5",4 615,"5,2",645,"7,3",3 606,"5,0","-8,5","28,0",2007.0,8,1
8. Skoda,476,"4,4",4 051,"4,6",365,"4,2",2 453,"3,4","30,4","65,1",2007.0,8,1
9. Honda,296,"2,7",3 370,"3,8",264,"3,0",2 214,"3,1","12,1","52,2",2007.0,8,1
10. Mercedes-Benz,435,"4,0",3 293,"3,7",375,"4,3",2 443,"3,4","16,0","34,8",2007.0,8,1
11. BMW,348,"3,2",3 071,"3,5",269,"3,1",2 645,"3,7","29,4","16,1",2007.0,8,1
12. Mitsubishi,681,"6,3",2 712,"3,1",189,"2,1",1 641,"2,3","260,3","65,3",2007.0,8,1
13. Suzuki,392,"3,6",2 572,"2,9",502,"5,7",4 158,"5,8","-21,9","-38,1",2007.0,8,1
14. Nissan,348,"3,2",2 287,"2,6",265,"3,0",1 944,"2,7","31,3","17,6",2007.0,8,1
15. Mazda,237,"2,2",2 150,"2,4",253,"2,9",2 111,"2,9","-6,3","1,8",2007.0,8,1
16. Citroen,288,"2,7",1 997,"2,3",169,"1,9",1 541,"2,1","70,4","29,6",2007.0,8,1
17. Saab,103,"1,0",1 521,"1,7",121,"1,4",1 462,"2,0","-14,9","4,0",2007.0,8,1
18. Hyundai,196,"1,8",1 353,"1,5",154,"1,8",1 397,"1,9","27,3","-3,1",2007.0,8,1
19. Kia,122,"1,1",1 024,"1,2",87,"1,0",768,"1,1","40,2","33,3",2007.0,8,1
20. Renault,100,"0,9",915,"1,0",167,"1,9",1 828,"2,5","-40,1","-49,9",2007.0,8,1
21. Chevrolet,67,"0,6",470,"0,5",26,"0,3",338,"0,5","157,7","39,1",2007.0,8,1
22. Subaru,92,"0,9",414,"0,5",226,"2,6",1 903,"2,6","-59,3","-78,2",2007.0,8,1
23. Land Rover,28,"0,3",324,"0,4",33,"0,4",349,"0,5","-15,2","-7,2",2007.0,8,1
24. Jeep,51,"0,5",298,"0,3",3,"0,0",25,"0,0","1 600,0","1 092,0",2007.0,8,1
25. MINI,24,"0,2",236,"0,3",6,"0,1",103,"0,1","300,0","129,1",2007.0,8,1
26. Daihatsu,40,"0,4",227,"0,3",74,"0,8",435,"0,6","-45,9","-47,8",2007.0,8,1
27. Dodge,13,"0,1",198,"0,2",13,"0,1",32,"0,0","0,0","518,8",2007.0,8,1
28. Lexus,30,"0,3",148,"0,2",14,"0,2",143,"0,2","114,3","3,5",2007.0,8,1
29. Alfa Romeo,12,"0,1",130,"0,1",24,"0,3",134,"0,2","-50,0","-3,0",2007.0,8,1
30. Fiat,23,"0,2",105,"0,1",5,"0,1",38,"0,1","360,0","176,3",2007.0,8,1
31. Jaguar,5,"0,0",52,"0,1",8,"0,1",68,"0,1","-37,5","-23,5",2007.0,8,1
32. Chrysler,1,"0,0",42,"0,0",3,"0,0",51,"0,1","-66,7","-17,6",2007.0,8,1
33. Smart,13,"0,1",38,"0,0",2,"0,0",77,"0,1","550,0","-50,6",2007.0,8,1
34. Porsche,1,"0,0",36,"0,0",0,"0,0",39,"0,1",,"-7,7",2007.0,8,1
35. Iveco,1,"0,0",15,"0,0",0,"0,0",0,"0,0",,,2007.0,8,1
35. Ssangyong,3,"0,0",15,"0,0",10,"0,1",20,"0,0","-70,0","-25,0",2007.0,8,1
36. Aston Martin,0,"0,0",11,"0,0",0,"0,0",16,"0,0",,"-31,3",2007.0,8,1
36. Cadillac,3,"0,0",11,"0,0",4,"0,0",34,"0,0","-25,0","-67,6",2007.0,8,1
37. Nilsson,0,"0,0",10,"0,0",2,"0,0",19,"0,0","-100,0","-47,4",2007.0,8,1
38. Morgan,0,"0,0",6,"0,0",1,"0,0",11,"0,0","-100,0","-45,5",2007.0,8,1
39. Chevrolet US,0,"0,0",4,"0,0",0,"0,0",2,"0,0",,"100,0",2007.0,8,1
39. Think,1,"0,0",4,"0,0",0,"0,0",2,"0,0",,"100,0",2007.0,8,1
40. Ukjent / ikke oppgitt,0,"0,0",3,"0,0",0,"0,0",0,"0,0",,,2007.0,8,1
41. Bentley,0,"0,0",1,"0,0",1,"0,0",3,"0,0","-100,0","-66,7",2007.0,8,1
41. Lancia,1,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2007.0,8,1
42. Caterham,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2007.0,8,1
42. Ferrari,0,"0,0",0,"0,0",0,"0,0",3,"0,0",,"-100,0",2007.0,8,1
42. Lamborghini,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2007.0,8,1
42. Lotus,0,"0,0",0,"0,0",0,"0,0",2,"0,0",,"-100,0",2007.0,8,1
42. MG,0,"0,0",0,"0,0",0,"0,0",3,"0,0",,"-100,0",2007.0,8,1
42. Rover,0,"0,0",0,"0,0",1,"0,0",1,"0,0","-100,0","-100,0",2007.0,8,1
42. Seat,0,"0,0",0,"0,0",0,"0,0",5,"0,0",,"-100,0",2007.0,8,1
TOTALT,7 833,100,79 003,100,10 786,100,88 534,100,"-27,4","-10,8",2008.0,8,1
1. Volkswagen,1 432,"18,3",11 508,"14,6",1 665,"15,4",13 630,"15,4","-14,0","-15,6",2008.0,8,1
2. Toyota,1 002,"12,8",10 835,"13,7",1 783,"16,5",15 072,"17,0","-43,8","-28,1",2008.0,8,1
3. Ford,658,"8,4",7 121,"9,0",816,"7,6",6 015,"6,8","-19,4","18,4",2008.0,8,1
4. Volvo,270,"3,4",4 833,"6,1",498,"4,6",5 535,"6,3","-45,8","-12,7",2008.0,8,1
5. Audi,574,"7,3",4 485,"5,7",590,"5,5",4 615,"5,2","-2,7","-2,8",2008.0,8,1
6. Peugeot,457,"5,8",4 278,"5,4",531,"4,9",5 656,"6,4","-13,9","-24,4",2008.0,8,1
7. Nissan,279,"3,6",3 623,"4,6",348,"3,2",2 287,"2,6","-19,8","58,4",2008.0,8,1
8. BMW,278,"3,5",3 512,"4,4",348,"3,2",3 071,"3,5","-20,1","14,4",2008.0,8,1
9. Skoda,327,"4,2",3 263,"4,1",476,"4,4",4 051,"4,6","-31,3","-19,5",2008.0,8,1
10. Mitsubishi,251,"3,2",3 083,"3,9",681,"6,3",2 712,"3,1","-63,1","13,7",2008.0,8,1
11. Opel,271,"3,5",3 018,"3,8",472,"4,4",4 896,"5,5","-42,6","-38,4",2008.0,8,1
12. Honda,312,"4,0",2 845,"3,6",296,"2,7",3 370,"3,8","5,4","-15,6",2008.0,8,1
13. Mazda,347,"4,4",2 816,"3,6",237,"2,2",2 150,"2,4","46,4","31,0",2008.0,8,1
14. Mercedes-Benz,295,"3,8",2 679,"3,4",435,"4,0",3 293,"3,7","-32,2","-18,6",2008.0,8,1
15. Suzuki,206,"2,6",2 396,"3,0",392,"3,6",2 572,"2,9","-47,4","-6,8",2008.0,8,1
16. Subaru,152,"1,9",1 491,"1,9",92,"0,9",414,"0,5","65,2","260,1",2008.0,8,1
17. Citroen,134,"1,7",1 352,"1,7",288,"2,7",1 997,"2,3","-53,5","-32,3",2008.0,8,1
18. Hyundai,111,"1,4",1 165,"1,5",196,"1,8",1 353,"1,5","-43,4","-13,9",2008.0,8,1
19. Saab,73,"0,9",1 089,"1,4",103,"1,0",1 521,"1,7","-29,1","-28,4",2008.0,8,1
20. Kia,59,"0,8",829,"1,0",122,"1,1",1 024,"1,2","-51,6","-19,0",2008.0,8,1
21. Renault,46,"0,6",532,"0,7",100,"0,9",915,"1,0","-54,0","-41,9",2008.0,8,1
22. Fiat,57,"0,7",365,"0,5",23,"0,2",105,"0,1","147,8","247,6",2008.0,8,1
23. MINI,30,"0,4",288,"0,4",24,"0,2",236,"0,3","25,0","22,0",2008.0,8,1
24. Chevrolet,26,"0,3",241,"0,3",67,"0,6",470,"0,5","-61,2","-48,7",2008.0,8,1
25. Jeep,23,"0,3",235,"0,3",51,"0,5",298,"0,3","-54,9","-21,1",2008.0,8,1
26. Dodge,49,"0,6",216,"0,3",13,"0,1",198,"0,2","276,9","9,1",2008.0,8,1
27. Daihatsu,19,"0,2",170,"0,2",40,"0,4",227,"0,3","-52,5","-25,1",2008.0,8,1
28. Land Rover,12,"0,2",144,"0,2",28,"0,3",324,"0,4","-57,1","-55,6",2008.0,8,1
29. Lexus,14,"0,2",134,"0,2",30,"0,3",148,"0,2","-53,3","-9,5",2008.0,8,1
30. Think,38,"0,5",100,"0,1",1,"0,0",4,"0,0","3 700,0","2 400,0",2008.0,8,1
31. Jaguar,4,"0,1",95,"0,1",5,"0,0",52,"0,1","-20,0","82,7",2008.0,8,1
32. Alfa Romeo,11,"0,1",81,"0,1",12,"0,1",130,"0,1","-8,3","-37,7",2008.0,8,1
33. Chrysler,4,"0,1",35,"0,0",1,"0,0",42,"0,0","300,0","-16,7",2008.0,8,1
34. Smart,4,"0,1",31,"0,0",13,"0,1",38,"0,0","-69,2","-18,4",2008.0,8,1
35. Iveco,1,"0,0",28,"0,0",1,"0,0",15,"0,0","0,0","86,7",2008.0,8,1
36. Porsche,6,"0,1",25,"0,0",1,"0,0",36,"0,0","500,0","-30,6",2008.0,8,1
37. Nilsson,0,"0,0",16,"0,0",0,"0,0",10,"0,0",,"60,0",2008.0,8,1
38. Morgan,1,"0,0",13,"0,0",0,"0,0",6,"0,0",,"116,7",2008.0,8,1
39. Ssangyong,0,"0,0",12,"0,0",3,"0,0",15,"0,0","-100,0","-20,0",2008.0,8,1
40. Aston Martin,0,"0,0",5,"0,0",0,"0,0",11,"0,0",,"-54,5",2008.0,8,1
40. Maserati,0,"0,0",5,"0,0",0,"0,0",0,"0,0",,,2008.0,8,1
41. Cadillac,0,"0,0",4,"0,0",3,"0,0",11,"0,0","-100,0","-63,6",2008.0,8,1
42. Ferrari,0,"0,0",3,"0,0",0,"0,0",0,"0,0",,,2008.0,8,1
43. Bentley,0,"0,0",1,"0,0",0,"0,0",1,"0,0",,"0,0",2008.0,8,1
43. Isuzu,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2008.0,8,1
43. Koenigsegg,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2008.0,8,1
43. Lancia,0,"0,0",1,"0,0",1,"0,0",1,"0,0","-100,0","0,0",2008.0,8,1
44. Chevrolet US,0,"0,0",0,"0,0",0,"0,0",4,"0,0",,"-100,0",2008.0,8,1
44. Ukjent / ikke oppgitt,0,"0,0",0,"0,0",0,"0,0",3,"0,0",,"-100,0",2008.0,8,1
TOTALT,7 967,100,59 108,100,7 833,100,79 003,100,"1,7","-25,2",2009.0,8,1
1. Toyota,1 482,"18,6",8 632,"14,6",1 002,"12,8",10 835,"13,7","47,9","-20,3",2009.0,8,1
2. Volkswagen,1 174,"14,7",8 351,"14,1",1 432,"18,3",11 508,"14,6","-18,0","-27,4",2009.0,8,1
3. Ford,552,"6,9",5 248,"8,9",658,"8,4",7 121,"9,0","-16,1","-26,3",2009.0,8,1
4. Volvo,321,"4,0",3 612,"6,1",270,"3,4",4 833,"6,1","18,9","-25,3",2009.0,8,1
5. Audi,513,"6,4",3 268,"5,5",574,"7,3",4 485,"5,7","-10,6","-27,1",2009.0,8,1
6. Peugeot,359,"4,5",2 865,"4,8",457,"5,8",4 278,"5,4","-21,4","-33,0",2009.0,8,1
7. Opel,264,"3,3",2 847,"4,8",271,"3,5",3 018,"3,8","-2,6","-5,7",2009.0,8,1
8. BMW,377,"4,7",2 586,"4,4",278,"3,5",3 512,"4,4","35,6","-26,4",2009.0,8,1
9. Skoda,302,"3,8",2 547,"4,3",327,"4,2",3 263,"4,1","-7,6","-21,9",2009.0,8,1
10. Nissan,413,"5,2",2 305,"3,9",279,"3,6",3 623,"4,6","48,0","-36,4",2009.0,8,1
11. Honda,215,"2,7",2 262,"3,8",312,"4,0",2 845,"3,6","-31,1","-20,5",2009.0,8,1
12. Hyundai,303,"3,8",2 148,"3,6",111,"1,4",1 165,"1,5","173,0","84,4",2009.0,8,1
13. Mercedes-Benz,364,"4,6",2 126,"3,6",295,"3,8",2 679,"3,4","23,4","-20,6",2009.0,8,1
14. Mazda,225,"2,8",2 011,"3,4",347,"4,4",2 816,"3,6","-35,2","-28,6",2009.0,8,1
15. Subaru,147,"1,8",1 555,"2,6",152,"1,9",1 491,"1,9","-3,3","4,3",2009.0,8,1
16. Mitsubishi,277,"3,5",1 535,"2,6",251,"3,2",3 083,"3,9","10,4","-50,2",2009.0,8,1
17. Citroen,189,"2,4",1 261,"2,1",134,"1,7",1 352,"1,7","41,0","-6,7",2009.0,8,1
18. Suzuki,137,"1,7",1 104,"1,9",206,"2,6",2 396,"3,0","-33,5","-53,9",2009.0,8,1
19. Fiat,97,"1,2",586,"1,0",57,"0,7",365,"0,5","70,2","60,5",2009.0,8,1
20. Renault,43,"0,5",457,"0,8",46,"0,6",532,"0,7","-6,5","-14,1",2009.0,8,1
21. Kia,50,"0,6",384,"0,6",59,"0,8",829,"1,0","-15,3","-53,7",2009.0,8,1
22. Saab,24,"0,3",279,"0,5",73,"0,9",1 089,"1,4","-67,1","-74,4",2009.0,8,1
23. MINI,24,"0,3",194,"0,3",30,"0,4",288,"0,4","-20,0","-32,6",2009.0,8,1
24. Dodge,15,"0,2",159,"0,3",49,"0,6",216,"0,3","-69,4","-26,4",2009.0,8,1
25. Chevrolet,21,"0,3",134,"0,2",26,"0,3",241,"0,3","-19,2","-44,4",2009.0,8,1
26. Lexus,26,"0,3",128,"0,2",14,"0,2",134,"0,2","85,7","-4,5",2009.0,8,1
27. Jeep,13,"0,2",102,"0,2",23,"0,3",235,"0,3","-43,5","-56,6",2009.0,8,1
28. Think,8,"0,1",89,"0,2",38,"0,5",100,"0,1","-78,9","-11,0",2009.0,8,1
29. Land Rover,8,"0,1",73,"0,1",12,"0,2",144,"0,2","-33,3","-49,3",2009.0,8,1
30. Smart,6,"0,1",61,"0,1",4,"0,1",31,"0,0","50,0","96,8",2009.0,8,1
31. Alfa Romeo,7,"0,1",46,"0,1",11,"0,1",81,"0,1","-36,4","-43,2",2009.0,8,1
32. Jaguar,2,"0,0",37,"0,1",4,"0,1",95,"0,1","-50,0","-61,1",2009.0,8,1
33. Daihatsu,2,"0,0",31,"0,1",19,"0,2",170,"0,2","-89,5","-81,8",2009.0,8,1
34. Nilsson,0,"0,0",21,"0,0",0,"0,0",16,"0,0",,"31,3",2009.0,8,1
34. Porsche,4,"0,1",21,"0,0",6,"0,1",25,"0,0","-33,3","-16,0",2009.0,8,1
35. Chrysler,1,"0,0",20,"0,0",4,"0,1",35,"0,0","-75,0","-42,9",2009.0,8,1
36. Isuzu,0,"0,0",7,"0,0",0,"0,0",1,"0,0",,"600,0",2009.0,8,1
36. Morgan,0,"0,0",7,"0,0",1,"0,0",13,"0,0","-100,0","-46,2",2009.0,8,1
37. Ferrari,2,"0,0",4,"0,0",0,"0,0",3,"0,0",,"33,3",2009.0,8,1
38. Ssangyong,0,"0,0",3,"0,0",0,"0,0",12,"0,0",,"-75,0",2009.0,8,1
39. Cadillac,0,"0,0",2,"0,0",0,"0,0",4,"0,0",,"-50,0",2009.0,8,1
40. Aston Martin,0,"0,0",0,"0,0",0,"0,0",5,"0,0",,"-100,0",2009.0,8,1
40. Bentley,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2009.0,8,1
40. Iveco,0,"0,0",0,"0,0",1,"0,0",28,"0,0","-100,0","-100,0",2009.0,8,1
40. Koenigsegg,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2009.0,8,1
40. Lancia,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2009.0,8,1
40. Maserati,0,"0,0",0,"0,0",0,"0,0",5,"0,0",,"-100,0",2009.0,8,1
TOTALT,10 414,100,83 890,100,7 967,100,59 108,100,"30,7","41,9",2010.0,8,1
1. Volkswagen,1 458,"14,0",12 816,"15,3",1 174,"14,7",8 351,"14,1","24,2","53,5",2010.0,8,1
2. Toyota,1 529,"14,7",11 859,"14,1",1 482,"18,6",8 632,"14,6","3,2","37,4",2010.0,8,1
3. Ford,1 102,"10,6",7 207,"8,6",552,"6,9",5 248,"8,9","99,6","37,3",2010.0,8,1
4. Volvo,530,"5,1",6 456,"7,7",321,"4,0",3 612,"6,1","65,1","78,7",2010.0,8,1
5. Peugeot,597,"5,7",4 940,"5,9",359,"4,5",2 865,"4,8","66,3","72,4",2010.0,8,1
6. Audi,560,"5,4",4 575,"5,5",513,"6,4",3 268,"5,5","9,2","40,0",2010.0,8,1
7. Skoda,507,"4,9",4 337,"5,2",302,"3,8",2 547,"4,3","67,9","70,3",2010.0,8,1
8. BMW,447,"4,3",3 435,"4,1",377,"4,7",2 586,"4,4","18,6","32,8",2010.0,8,1
9. Nissan,365,"3,5",3 315,"4,0",413,"5,2",2 305,"3,9","-11,6","43,8",2010.0,8,1
10. Opel,380,"3,6",3 054,"3,6",264,"3,3",2 847,"4,8","43,9","7,3",2010.0,8,1
11. Hyundai,319,"3,1",2 922,"3,5",303,"3,8",2 148,"3,6","5,3","36,0",2010.0,8,1
12. Mercedes-Benz,389,"3,7",2 868,"3,4",364,"4,6",2 126,"3,6","6,9","34,9",2010.0,8,1
13. Mitsubishi,387,"3,7",2 455,"2,9",277,"3,5",1 535,"2,6","39,7","59,9",2010.0,8,1
14. Citroen,384,"3,7",2 189,"2,6",189,"2,4",1 261,"2,1","103,2","73,6",2010.0,8,1
15. Subaru,293,"2,8",1 986,"2,4",147,"1,8",1 555,"2,6","99,3","27,7",2010.0,8,1
16. Mazda,184,"1,8",1 869,"2,2",225,"2,8",2 011,"3,4","-18,2","-7,1",2010.0,8,1
17. Suzuki,187,"1,8",1 867,"2,2",137,"1,7",1 104,"1,9","36,5","69,1",2010.0,8,1
18. Honda,257,"2,5",1 675,"2,0",215,"2,7",2 262,"3,8","19,5","-26,0",2010.0,8,1
19. Kia,155,"1,5",1 058,"1,3",50,"0,6",384,"0,6","210,0","175,5",2010.0,8,1
20. Fiat,124,"1,2",924,"1,1",97,"1,2",586,"1,0","27,8","57,7",2010.0,8,1
21. Renault,33,"0,3",544,"0,6",43,"0,5",457,"0,8","-23,3","19,0",2010.0,8,1
22. Alfa Romeo,25,"0,2",300,"0,4",7,"0,1",46,"0,1","257,1","552,2",2010.0,8,1
23. MINI,25,"0,2",243,"0,3",24,"0,3",194,"0,3","4,2","25,3",2010.0,8,1
24. Think,54,"0,5",198,"0,2",8,"0,1",89,"0,2","575,0","122,5",2010.0,8,1
25. Saab,33,"0,3",174,"0,2",24,"0,3",279,"0,5","37,5","-37,6",2010.0,8,1
26. Lexus,20,"0,2",151,"0,2",26,"0,3",128,"0,2","-23,1","18,0",2010.0,8,1
27. Porsche,21,"0,2",78,"0,1",4,"0,1",21,"0,0","425,0","271,4",2010.0,8,1
28. Land Rover,7,"0,1",71,"0,1",8,"0,1",73,"0,1","-12,5","-2,7",2010.0,8,1
29. Dodge,6,"0,1",70,"0,1",15,"0,2",159,"0,3","-60,0","-56,0",2010.0,8,1
30. Daihatsu,6,"0,1",57,"0,1",2,"0,0",31,"0,1","200,0","83,9",2010.0,8,1
31. Smart,13,"0,1",48,"0,1",6,"0,1",61,"0,1","116,7","-21,3",2010.0,8,1
32. Jaguar,6,"0,1",41,"0,0",2,"0,0",37,"0,1","200,0","10,8",2010.0,8,1
33. Iveco,1,"0,0",22,"0,0",0,"0,0",0,"0,0",,,2010.0,8,1
34. Jeep,5,"0,0",20,"0,0",13,"0,2",102,"0,2","-61,5","-80,4",2010.0,8,1
35. Chevrolet,0,"0,0",19,"0,0",21,"0,3",134,"0,2","-100,0","-85,8",2010.0,8,1
36. Morgan,2,"0,0",12,"0,0",0,"0,0",7,"0,0",,"71,4",2010.0,8,1
37. Chrysler,1,"0,0",8,"0,0",1,"0,0",20,"0,0","0,0","-60,0",2010.0,8,1
37. Tesla,1,"0,0",8,"0,0",0,"0,0",0,"0,0",,,2010.0,8,1
38. Aston Martin,0,"0,0",7,"0,0",0,"0,0",0,"0,0",,,2010.0,8,1
39. Cadillac,0,"0,0",3,"0,0",0,"0,0",2,"0,0",,"50,0",2010.0,8,1
40. Chevrolet US,1,"0,0",2,"0,0",0,"0,0",0,"0,0",,,2010.0,8,1
40. Ssangyong,0,"0,0",2,"0,0",0,"0,0",3,"0,0",,"-33,3",2010.0,8,1
41. Bentley,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2010.0,8,1
41. Ferrari,0,"0,0",1,"0,0",2,"0,0",4,"0,0","-100,0","-75,0",2010.0,8,1
41. Isuzu,0,"0,0",1,"0,0",0,"0,0",7,"0,0",,"-85,7",2010.0,8,1
41. Lancia,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2010.0,8,1
41. Tata,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2010.0,8,1
42. Nilsson,0,"0,0",0,"0,0",0,"0,0",21,"0,0",,"-100,0",2010.0,8,1
TOTALT,11 464,100,91 158,100,10 414,100,83 890,100,"10,1","8,7",2011.0,8,1
1. Volkswagen,1 827,"15,9",13 380,"14,7",1 458,"14,0",12 816,"15,3","25,3","4,4",2011.0,8,1
2. Toyota,1 284,"11,2",10 475,"11,5",1 529,"14,7",11 859,"14,1","-16,0","-11,7",2011.0,8,1
3. Ford,1 248,"10,9",8 078,"8,9",1 102,"10,6",7 207,"8,6","13,2","12,1",2011.0,8,1
4. Volvo,687,"6,0",7 328,"8,0",530,"5,1",6 456,"7,7","29,6","13,5",2011.0,8,1
5. Mitsubishi,635,"5,5",5 503,"6,0",387,"3,7",2 455,"2,9","64,1","124,2",2011.0,8,1
6. Peugeot,557,"4,9",5 088,"5,6",597,"5,7",4 940,"5,9","-6,7","3,0",2011.0,8,1
7. Audi,588,"5,1",4 979,"5,5",560,"5,4",4 575,"5,5","5,0","8,8",2011.0,8,1
8. Skoda,648,"5,7",4 818,"5,3",507,"4,9",4 337,"5,2","27,8","11,1",2011.0,8,1
9. BMW,449,"3,9",4 199,"4,6",447,"4,3",3 435,"4,1","0,4","22,2",2011.0,8,1
10. Nissan,403,"3,5",3 796,"4,2",365,"3,5",3 315,"4,0","10,4","14,5",2011.0,8,1
11. Hyundai,622,"5,4",3 581,"3,9",319,"3,1",2 922,"3,5","95,0","22,6",2011.0,8,1
12. Opel,400,"3,5",3 478,"3,8",380,"3,6",3 054,"3,6","5,3","13,9",2011.0,8,1
13. Mercedes-Benz,375,"3,3",3 007,"3,3",389,"3,7",2 868,"3,4","-3,6","4,8",2011.0,8,1
14. Citroen,283,"2,5",2 430,"2,7",384,"3,7",2 189,"2,6","-26,3","11,0",2011.0,8,1
15. Suzuki,300,"2,6",2 203,"2,4",187,"1,8",1 867,"2,2","60,4","18,0",2011.0,8,1
16. Subaru,190,"1,7",1 536,"1,7",293,"2,8",1 986,"2,4","-35,2","-22,7",2011.0,8,1
17. Kia,241,"2,1",1 530,"1,7",155,"1,5",1 058,"1,3","55,5","44,6",2011.0,8,1
18. Honda,181,"1,6",1 450,"1,6",257,"2,5",1 675,"2,0","-29,6","-13,4",2011.0,8,1
19. Mazda,134,"1,2",1 248,"1,4",184,"1,8",1 869,"2,2","-27,2","-33,2",2011.0,8,1
20. Renault,82,"0,7",593,"0,7",33,"0,3",544,"0,6","148,5","9,0",2011.0,8,1
